requested_n_clusters,law,effective_n_clusters,was_clamped,n_train_queries,n_train_core,n_val,n_test_queries,train_time_seconds,soft_cos_mean,soft_cos_p10,soft_cos_p50,soft_cos_p90,soft_mse,soft_r2_overall
200,StGB,200,False,476,452,24,59,10.062276124954224,0.9390069246292114,0.9080851078033447,0.9409393072128296,0.9742949962615967,0.0001154141136794351,0.8817400469017412
200,StPO,200,False,476,452,24,59,10.07026481628418,0.961412787437439,0.9355323791503907,0.9628499746322632,0.9845180630683898,7.378806913038716e-05,0.9243898497867823
200,StVO,200,False,476,452,24,59,10.055980920791626,0.9689419865608215,0.9464539527893067,0.9717121124267578,0.9899428725242615,5.958533438388258e-05,0.9389424032190369
200,StbG,200,False,476,452,24,59,10.076673984527588,0.9509837627410889,0.9169845819473267,0.9506629109382629,0.9823662519454956,9.303350088885054e-05,0.9046684241609647
200,TKG,200,False,476,452,24,59,10.06378436088562,0.9585855603218079,0.940247654914856,0.9562911987304688,0.9824445605278015,7.904193626018241e-05,0.9190075204417003
200,TSchG,200,False,476,452,24,59,10.05332612991333,0.9590418338775635,0.9271041035652161,0.9649980664253235,0.9887892961502075,7.811786781530827e-05,0.9199544347052179
200,UG,200,False,476,452,24,59,10.053814172744751,0.9502646923065186,0.9066169857978821,0.9518269896507263,0.9862965822219849,9.447973570786417e-05,0.9031887821368626
200,UGB,200,False,476,452,24,59,10.066817998886108,0.9523327350616455,0.929305624961853,0.9547550082206726,0.9789929389953613,9.08657893887721e-05,0.9068888894280617
200,UStG,200,False,476,452,24,59,10.058651685714722,0.9472760558128357,0.9135283350944519,0.9501632452011108,0.9752164840698242,0.00010010840196628124,0.8974183619583166
200,UVP-G,200,False,476,452,24,59,10.06058406829834,0.9525942206382751,0.925042188167572,0.9519667029380798,0.9829265832901001,9.045471233548597e-05,0.9073113649459478
200,UWG,200,False,476,452,24,59,10.060724020004272,0.9538976550102234,0.9297874331474304,0.954535961151123,0.9825730323791504,8.782801160123199e-05,0.9100047003532867
200,UrhG,200,False,476,452,24,59,10.05551528930664,0.9506668448448181,0.9194640636444091,0.955707311630249,0.9782636165618896,9.396128734806553e-05,0.9037210522784643
200,UrlG,200,False,476,452,24,59,10.056763172149658,0.9532166123390198,0.914241361618042,0.957468569278717,0.9835573196411133,8.906858420232311e-05,0.9087327271841482
200,VKG,200,False,476,452,24,59,10.110118865966797,0.9674513339996338,0.9473846793174744,0.9681625962257385,0.9865656018257141,6.246304837986827e-05,0.9359947141499563
200,VStG,200,False,476,452,24,59,10.056027173995972,0.961489737033844,0.9424892902374268,0.9621244072914124,0.9828078269958496,7.381931936834008e-05,0.9243560451782566
200,VbVG,200,False,476,452,24,59,10.058435916900635,0.9546380639076233,0.9146216988563538,0.956828773021698,0.9862493872642517,8.62733504618518e-05,0.9115947054550612
200,VerG,200,False,476,452,24,59,10.055429935455322,0.9516632556915283,0.9226289987564087,0.9562909603118896,0.9744577407836914,9.211713040713221e-05,0.9056075237698534
200,VersG,200,False,476,452,24,59,10.062366962432861,0.944487988948822,0.908864164352417,0.9436258673667908,0.975552773475647,0.00010543206735746935,0.8919659997110554
200,VersVG,200,False,476,452,24,59,10.069671869277954,0.9534103870391846,0.9226761937141419,0.9545599818229675,0.9838387608528137,8.878308290150017e-05,0.9090249193667402
200,VfGG,200,False,476,452,24,59,10.056094884872437,0.9468926191329956,0.9105198621749878,0.9506858587265015,0.9775652289390564,0.00010060786007670686,0.8969068854897685
200,VwGG,200,False,476,452,24,59,10.056618928909302,0.9543320536613464,0.9233417630195617,0.955281138420105,0.9858287811279297,8.711592090548947e-05,0.9107307360017112
200,VwGVG,200,False,476,452,24,59,10.051445960998535,0.9619842767715454,0.9317255735397338,0.966128408908844,0.9842328310012818,7.266056491062045e-05,0.9255443519976314
200,WEG,200,False,476,452,24,59,10.05522608757019,0.9575416445732117,0.9297674536705017,0.9628241658210754,0.9807497978210449,8.110503404168412e-05,0.916890252416169
200,WGG,200,False,476,452,24,59,10.062076807022095,0.9539514780044556,0.9265841126441956,0.9574368000030518,0.9772736668586731,8.809589053271338e-05,0.9097281117287959
200,WRG,200,False,476,452,24,59,10.051195859909058,0.9510582685470581,0.9073850631713867,0.954144299030304,0.9810991764068604,9.300646343035623e-05,0.9046954888076666
200,WaffG,200,False,476,452,24,59,10.272355794906616,0.950046718120575,0.9086265087127685,0.9509637355804443,0.9801769137382508,9.478057472733781e-05,0.9028793944551461
